Username,Tanggal,Bintang,Komentar,Komentar_Cleaned,Komentar_Tokenized,Label,Prediksi_NaiveBayes,Prediksi_SVM,Prediksi_KNN
Syncron Syncronus,5/26/2024,4,"Aplikasi yg cukup membantu untuk dapat info bencana, cuaca, dan kualitas udara. Yg kurang hanya informasi real time bila terjadi gempa butuh waktu delay sekitar 20 menit dari waktu kejadian. Moga bisa ditingkatkan untuk waktu informasi gempanya seperti di Jepang yg bisa beri informasi darurat semenit sebelum gempa terjadi",aplikasi yg cukup bantu dapat info bencana cuaca kualitas udara yg kurang hanya informasi real time bila jadi gempa butuh waktu delay sekitar menit waktu jadi moga bisa tingkat waktu informasi gempa seperti jepang yg bisa beri informasi darurat menit belum gempa jadi,"['aplikasi', 'yg', 'cukup', 'bantu', 'dapat', 'info', 'bencana', 'cuaca', 'kualitas', 'udara', 'yg', 'kurang', 'hanya', 'informasi', 'real', 'time', 'bila', 'jadi', 'gempa', 'butuh', 'waktu', 'delay', 'sekitar', 'menit', 'waktu', 'jadi', 'moga', 'bisa', 'tingkat', 'waktu', 'informasi', 'gempa', 'seperti', 'jepang', 'yg', 'bisa', 'beri', 'informasi', 'darurat', 'menit', 'belum', 'gempa', 'jadi']",positif,positif,netral,positif
Raju Handika,11/10/2023,5,Good job! :),good job,"['good', 'job']",positif,positif,positif,positif
Agus Rustaman,12/30/2022,5,Sangat membantu informasi gempa bumi,sangat bantu informasi gempa bumi,"['sangat', 'bantu', 'informasi', 'gempa', 'bumi']",positif,positif,negatif,positif
Aryoo,1/15/2023,5,gud,gud,['gud'],positif,positif,positif,positif
M R,4/30/2023,4,Top👍🏻tapi setiap keluar aplikasi pasti ada pemberitahuan kalo aplikasi BMKG berhenti.Itu gimana ya?🙏🏻 Tolong dibenarkan ya!🙏🏻,toptapi tiap keluar aplikasi pasti ada pemberitahuan kalo aplikasi bmkg berhentiitu gimana ya tolong benar ya,"['toptapi', 'tiap', 'keluar', 'aplikasi', 'pasti', 'ada', 'pemberitahuan', 'kalo', 'aplikasi', 'bmkg', 'berhentiitu', 'gimana', 'ya', 'tolong', 'benar', 'ya']",positif,negatif,negatif,negatif
Rahman Sulaiman,12/21/2024,5,Oke,oke,['oke'],positif,positif,positif,positif
ENGGEL T,1/13/2023,5,Sangat membantu,sangat bantu,"['sangat', 'bantu']",positif,positif,positif,positif
Wahyudianto ST,4/28/2023,5,Mantap,mantap,['mantap'],positif,positif,positif,positif
Aldriyan Labania,2/27/2023,5,👍,positif,[],positif,positif,netral,positif
Opic Ismail,1/3/2023,5,Informatif,informatif,['informatif'],positif,positif,negatif,netral
Andera Gilang,10/1/2023,5,Rawr,rawr,['rawr'],positif,positif,positif,positif
Hermawan Ervina,11/27/2022,1,"Ga bisa kebuka aplikasinya, mohon dapat segera diatasi.",ga bisa buka aplikasi mohon dapat segera atas,"['ga', 'bisa', 'buka', 'aplikasi', 'mohon', 'dapat', 'segera', 'atas']",negatif,positif,positif,positif
M.SYAIFUL LUQONI,11/7/2024,5,Bagus.twrima kasih atas INFONYA,bagustwrima kasih atas info,"['bagustwrima', 'kasih', 'atas', 'info']",positif,positif,positif,positif
Agus Santoso,2/7/2025,2,Apk nya jadi ga akurat GPSnya,apk nya jadi ga akurat gpsnya,"['apk', 'nya', 'jadi', 'ga', 'akurat', 'gpsnya']",negatif,negatif,netral,positif
wonk cilix,7/4/2023,2,Apk lebih mudah yg sebelumnya,apk lebih mudah yg belum,"['apk', 'lebih', 'mudah', 'yg', 'belum']",negatif,positif,positif,positif
Syaharman Man,11/27/2022,5,Keren dan akurat,keren akurat,"['keren', 'akurat']",positif,positif,positif,positif
Arya Al abqari firmansyah ali,3/22/2024,5,Bagus real time nya benar,bagus real time nya benar,"['bagus', 'real', 'time', 'nya', 'benar']",positif,positif,negatif,negatif
Mahjun Ali,4/10/2023,1,"Aplikasi asw, tdk update gempa terbaru, setan",aplikasi asw tdk update gempa baru setan,"['aplikasi', 'asw', 'tdk', 'update', 'gempa', 'baru', 'setan']",negatif,negatif,negatif,netral
Syarifudin,12/26/2023,5,Sangat membantu,sangat bantu,"['sangat', 'bantu']",positif,positif,positif,positif
faza ahda pratita,11/21/2022,1,"Setelah update ga bisa dibuka, loading aja",telah update ga bisa buka loading aja,"['telah', 'update', 'ga', 'bisa', 'buka', 'loading', 'aja']",negatif,negatif,netral,positif
Amin Chusain,1/10/2023,5,Semakin bagus..,makin bagus,"['makin', 'bagus']",positif,positif,positif,positif
Aan Gaek,6/11/2023,5,👍👍 ok,ok,['ok'],positif,positif,positif,positif
Erwin Winardi,12/8/2022,5,"Klo bisa BMKG jg buat notif via SMS, Krn utk didaerah yg sulit sinyal internet sebagai Early Warning Sistem",klo bisa bmkg jg buat notif via sms krn utk daerah yg sulit sinyal internet bagai early warning sistem,"['klo', 'bisa', 'bmkg', 'jg', 'buat', 'notif', 'via', 'sms', 'krn', 'utk', 'daerah', 'yg', 'sulit', 'sinyal', 'internet', 'bagai', 'early', 'warning', 'sistem']",positif,positif,positif,positif
Dewi Ayu Ningsih,7/19/2024,4,Info ini luar biasa ada bencana alam seperti gempa atau lainnya,info luar biasa ada bencana alam seperti gempa atau lain,"['info', 'luar', 'biasa', 'ada', 'bencana', 'alam', 'seperti', 'gempa', 'atau', 'lain']",positif,positif,netral,positif
Sahrul Ramadhan,2/27/2023,1,ok u free to do,ok u free to do,"['ok', 'u', 'free', 'to', 'do']",negatif,positif,positif,positif
Ujang Nanang,5/9/2024,5,Lebih akurat,lebih akurat,"['lebih', 'akurat']",positif,positif,positif,positif
Welly Wangarrij,2/2/2024,5,Sangat bermanfaat utk mengetahui lingkungan sekitar Indonesia .,sangat manfaat utk tahu lingkung sekitar indonesia,"['sangat', 'manfaat', 'utk', 'tahu', 'lingkung', 'sekitar', 'indonesia']",positif,positif,positif,positif
Sahri Ramadani,4/28/2023,5,Menurut saya apk.nya bagus seperti yg saya inginkan,turut saya apknya bagus seperti yg saya ingin,"['turut', 'saya', 'apknya', 'bagus', 'seperti', 'yg', 'saya', 'ingin']",positif,positif,positif,positif
yara bf lombok,12/13/2022,5,👍👍,positif,[],positif,positif,negatif,negatif
Rusbandi,1/1/2023,5,Ok,ok,['ok'],positif,positif,positif,negatif
Ary Mustary,8/28/2024,5,Sangat berguna,sangat guna,"['sangat', 'guna']",positif,positif,positif,positif
syukur ichwan,11/12/2023,5,Sangat membantu tanggap cepat informasi,sangat bantu tanggap cepat informasi,"['sangat', 'bantu', 'tanggap', 'cepat', 'informasi']",positif,positif,positif,positif
sulli mahal,1/26/2025,1,Lokasi tidak update. Input manual pun tidak bisa terupdate.,lokasi tidak update input manual pun tidak bisa terupdate,"['lokasi', 'tidak', 'update', 'input', 'manual', 'pun', 'tidak', 'bisa', 'terupdate']",negatif,negatif,positif,positif
wayan suprindo,1/3/2023,5,Bagus,bagus,['bagus'],positif,positif,positif,positif
Desrianti Tanjung,3/25/2024,5,sangat membantu untuk antisipasi mengurangi dampak bencana..dan meminimalisir korban harta dan jiwa,sangat bantu antisipasi kurang dampak bencanadan meminimalisir korban harta jiwa,"['sangat', 'bantu', 'antisipasi', 'kurang', 'dampak', 'bencanadan', 'meminimalisir', 'korban', 'harta', 'jiwa']",positif,positif,positif,positif
Metro jaya Sudirman Kav.55 Jaksel,9/12/2023,4,Lumayan,lumayan,['lumayan'],positif,positif,negatif,positif
Arden Bogor,3/15/2024,1,Mengapa sekarang aplikasi ini tidak akurat? Di aplikasi keterangan daerah saya cerah berawan. Tapi nyatanya hujan lebat. Tolong kalau seperti ini apa gunanya punya aplikasi?jika kita tidak bs bersiap2 dan berjaga2 dengan cuaca,mengapa sekarang aplikasi tidak akurat aplikasi terang daerah saya cerah awan tapi nyata hujan lebat tolong kalau seperti apa guna punya aplikasijika kita tidak bs siap jaga cuaca,"['mengapa', 'sekarang', 'aplikasi', 'tidak', 'akurat', 'aplikasi', 'terang', 'daerah', 'saya', 'cerah', 'awan', 'tapi', 'nyata', 'hujan', 'lebat', 'tolong', 'kalau', 'seperti', 'apa', 'guna', 'punya', 'aplikasijika', 'kita', 'tidak', 'bs', 'siap', 'jaga', 'cuaca']",negatif,negatif,netral,positif
Ginarie Dira,12/5/2022,2,"Ko bagusan tampilan yg sebelumnya ya, lebih mudah jg di pahami dan lebih aktual ketika terjadi gempa.",ko bagus tampil yg belum ya lebih mudah jg paham lebih aktual ketika jadi gempa,"['ko', 'bagus', 'tampil', 'yg', 'belum', 'ya', 'lebih', 'mudah', 'jg', 'paham', 'lebih', 'aktual', 'ketika', 'jadi', 'gempa']",negatif,positif,positif,positif
Marthen Unwakoly,4/30/2023,5,"Terimakasih ,,sangat bermanfaat untuk sayang bisa mengetahui bencana di setiap daerah di seluru penjuru Nusantara 👍👍👍🇲🇨🇲🇨🇲🇨",terimakasih sangat manfaat sayang bisa tahu bencana tiap daerah seluru penjuru nusantara,"['terimakasih', 'sangat', 'manfaat', 'sayang', 'bisa', 'tahu', 'bencana', 'tiap', 'daerah', 'seluru', 'penjuru', 'nusantara']",positif,positif,negatif,positif
putra Ganteng,9/20/2024,5,Bmkg emang the best,bmkg emang the best,"['bmkg', 'emang', 'the', 'best']",positif,positif,positif,positif
Arman Winalda,2/2/2024,5,Sangat puas,sangat puas,"['sangat', 'puas']",positif,positif,netral,positif
CLIPS,11/11/2023,4,"4n,m",nm,['nm'],positif,positif,netral,positif
Wamar Tyno,10/24/2024,2,"Overall aplikasinya sudah bagus, tetapi tolong dong min untuk notifikasi gempa di munculkan saat gempa yang letak lokasinya dekat dengan lokasi user jangan munculkan setiap ada gempa yang jarak lokasinya jauh dari user. rada risih soalnya",overall aplikasi sudah bagus tetapi tolong dong min notifikasi gempa muncul saat gempa letak lokasi dekat lokasi user jangan muncul tiap ada gempa jarak lokasi jauh user rada risih soal,"['overall', 'aplikasi', 'sudah', 'bagus', 'tetapi', 'tolong', 'dong', 'min', 'notifikasi', 'gempa', 'muncul', 'saat', 'gempa', 'letak', 'lokasi', 'dekat', 'lokasi', 'user', 'jangan', 'muncul', 'tiap', 'ada', 'gempa', 'jarak', 'lokasi', 'jauh', 'user', 'rada', 'risih', 'soal']",negatif,negatif,positif,positif
Diana Ronggeng,1/13/2023,4,Mantap,mantap,['mantap'],positif,positif,positif,positif
Sukmara Thea,3/25/2023,1,Anjinkkkk,anjinkkkk,['anjinkkkk'],negatif,positif,positif,positif
Satriyo Wi,12/15/2024,4,infony update👍,infony update,"['infony', 'update']",positif,positif,negatif,negatif
nur rohim,1/2/2023,5,Oke...,oke,['oke'],positif,positif,netral,positif
Muhammad Ibrohim,12/23/2024,5,"Perkiraan cuacanya lumayan akurat, tapi sayang, gk ada tampilan widgetnya, adain min ya biar tampilan kerenn😁 tolong adain widget nya 😿",kira cuaca lumayan akurat tapi sayang gk ada tampil widgetnya adain min ya biar tampil kerenn tolong adain widget nya,"['kira', 'cuaca', 'lumayan', 'akurat', 'tapi', 'sayang', 'gk', 'ada', 'tampil', 'widgetnya', 'adain', 'min', 'ya', 'biar', 'tampil', 'kerenn', 'tolong', 'adain', 'widget', 'nya']",positif,positif,positif,positif
Husen Syafe'i,11/29/2022,4,Ok...bagus sangat membantu skali👍,okbagus sangat bantu skali,"['okbagus', 'sangat', 'bantu', 'skali']",positif,positif,positif,netral
nden alatas,12/14/2023,5,Sangat membantu,sangat bantu,"['sangat', 'bantu']",positif,positif,positif,positif
Siti Nurhaliza,4/23/2023,5,Bagus kita bisa tau kalo gempa 🙂🙂🙂🙂🙂🙂🙂,bagus kita bisa tau kalo gempa,"['bagus', 'kita', 'bisa', 'tau', 'kalo', 'gempa']",positif,positif,positif,positif
rosita fatmawati,12/15/2024,2,"nyesel update aplikasinya, krn g otomatis mendeteksi lokasi sy, cb setting manual dg pilih desa tetap sj tdk update sesuai lokasi pilihan",nyesel update aplikasi krn g otomatis deteksi lokasi sy cb setting manual dg pilih desa tetap sj tdk update sesuai lokasi pilih,"['nyesel', 'update', 'aplikasi', 'krn', 'g', 'otomatis', 'deteksi', 'lokasi', 'sy', 'cb', 'setting', 'manual', 'dg', 'pilih', 'desa', 'tetap', 'sj', 'tdk', 'update', 'sesuai', 'lokasi', 'pilih']",negatif,negatif,positif,positif
Eko Saluko,2/26/2023,1,"Kalau ada gempa ada notifikasi itu normal, atapi yang bikin bingung pals lagi ujan keterangannya ⛅ sampai ☀",kalau ada gempa ada notifikasi normal atap bikin bingung pals lagi ujan terang sampai,"['kalau', 'ada', 'gempa', 'ada', 'notifikasi', 'normal', 'atap', 'bikin', 'bingung', 'pals', 'lagi', 'ujan', 'terang', 'sampai']",negatif,negatif,positif,positif
Noob Gamers,12/18/2024,3,"Gak bisa pindah lokasi, gunung sahari selatan terus",gak bisa pindah lokasi gunung sahari selatan terus,"['gak', 'bisa', 'pindah', 'lokasi', 'gunung', 'sahari', 'selatan', 'terus']",netral,negatif,positif,positif
Iwan Kadir Husin,12/8/2022,5,Alhamdulillah.. 😇🇮🇩👍,alhamdulillah,['alhamdulillah'],positif,positif,positif,positif
Nyarista Anggraini,12/30/2024,4,Sebenarnya sangat membantu tapi kenapaya akhir akhir ini saya tidak bisa membuka terkendala lokasi,benar sangat bantu tapi kenapaya akhir akhir saya tidak bisa buka kendala lokasi,"['benar', 'sangat', 'bantu', 'tapi', 'kenapaya', 'akhir', 'akhir', 'saya', 'tidak', 'bisa', 'buka', 'kendala', 'lokasi']",positif,positif,positif,positif
Bahdiman Putra,12/19/2024,5,Sangat bermafaat dan tepat,sangat bermafaat tepat,"['sangat', 'bermafaat', 'tepat']",positif,positif,positif,positif
Muammar Khadafi,1/3/2023,5,Mantaapp,mantaapp,['mantaapp'],positif,positif,negatif,negatif
Hadits 777,1/28/2025,5,Sangat informatif,sangat informatif,"['sangat', 'informatif']",positif,positif,positif,positif
Lasli Siringo-ringo (Ringo_Star),2/21/2024,4,Bagus sekali Aplikasinya ini👍👍,bagus sekali aplikasi,"['bagus', 'sekali', 'aplikasi']",positif,positif,positif,positif
Abah Jajang,1/1/2024,5,Sangat menunjang untuk mengetahui terjadinya gempa bumi,sangat tunjang tahu jadi gempa bumi,"['sangat', 'tunjang', 'tahu', 'jadi', 'gempa', 'bumi']",positif,positif,negatif,negatif
Rori Manik,4/28/2024,5,aplikasi yg bagus,aplikasi yg bagus,"['aplikasi', 'yg', 'bagus']",positif,positif,positif,positif
Sulaiman Suhdi Supervisor,2/5/2023,2,Kok selalu keluar sendiri perbaiki lagi,kok selalu keluar sendiri baik lagi,"['kok', 'selalu', 'keluar', 'sendiri', 'baik', 'lagi']",negatif,negatif,positif,positif
Dani Donal,1/3/2023,5,Bermanfaat skali,manfaat skali,"['manfaat', 'skali']",positif,positif,positif,positif
Sugiono 1967,1/17/2023,5,Sangat membatu tentang informasi gempa terkini,sangat batu tentang informasi gempa kini,"['sangat', 'batu', 'tentang', 'informasi', 'gempa', 'kini']",positif,positif,positif,positif
SURYADI,12/29/2022,5,Aminnnm,aminnnm,['aminnnm'],positif,positif,positif,positif
Alvian,5/14/2023,5,"Klo buat cek cuaca di indo aja, App BMKG cukup akurat.",klo buat cek cuaca indo aja app bmkg cukup akurat,"['klo', 'buat', 'cek', 'cuaca', 'indo', 'aja', 'app', 'bmkg', 'cukup', 'akurat']",positif,positif,negatif,negatif
Muhammad Yoga Efendi,11/23/2022,5,Makasih Sama aplikasinya. Suka banget dah,makasih sama aplikasi suka banget dah,"['makasih', 'sama', 'aplikasi', 'suka', 'banget', 'dah']",positif,positif,negatif,positif
Ipnu Mirmo,12/1/2022,1,Habis update app malah gk bisa dibuka. Padahal internet lancar dan stabil.,habis update app malah gk bisa buka padahal internet lancar stabil,"['habis', 'update', 'app', 'malah', 'gk', 'bisa', 'buka', 'padahal', 'internet', 'lancar', 'stabil']",negatif,negatif,netral,positif
toplek poto,1/4/2023,2,🍉,negatif,[],negatif,positif,positif,positif
Kevin Alexander,1/7/2024,3,"Sebenernya bagus aplikasi dan ui nya, tapi saya harap kedepannya aplikasi bmkg bisa lebih cepat memberi kan info bencana [ews] seperti di jepang",sebenernya bagus aplikasi ui nya tapi saya harap depan aplikasi bmkg bisa lebih cepat beri kan info bencana ews seperti jepang,"['sebenernya', 'bagus', 'aplikasi', 'ui', 'nya', 'tapi', 'saya', 'harap', 'depan', 'aplikasi', 'bmkg', 'bisa', 'lebih', 'cepat', 'beri', 'kan', 'info', 'bencana', 'ews', 'seperti', 'jepang']",netral,positif,negatif,positif
Petir Sadewa,12/3/2022,5,Ok,ok,['ok'],positif,positif,netral,positif
Kriz Al Fatih Alfatih,11/21/2022,5,baru cb instal.langsung cb buka aplikasi....eh malah cuma layar putih aja...hadeeeh ada2 aja.biar ada kemjuan dan perbaikan saya kasih bintang 5 buat supot semangat.,baru cb installangsung cb buka aplikasieh malah cuma layar putih ajahadeeeh ada ajabiar ada kemjuan baik saya kasih bintang buat supot semangat,"['baru', 'cb', 'installangsung', 'cb', 'buka', 'aplikasieh', 'malah', 'cuma', 'layar', 'putih', 'ajahadeeeh', 'ada', 'ajabiar', 'ada', 'kemjuan', 'baik', 'saya', 'kasih', 'bintang', 'buat', 'supot', 'semangat']",positif,netral,positif,positif
Zahdan Alfarizi,11/27/2022,5,Semoga bermanfaat,moga manfaat,"['moga', 'manfaat']",positif,positif,positif,positif
Radi Mah,12/27/2023,5,Sangat membantu kami dgn adanya apk ini,sangat bantu kami dgn ada apk,"['sangat', 'bantu', 'kami', 'dgn', 'ada', 'apk']",positif,positif,positif,positif
muhamad fikri,5/14/2023,4,Apakah bisa digunakan untuk menjadi widget secara real time? klo bisa bintang 5,apakah bisa guna jadi widget cara real time klo bisa bintang,"['apakah', 'bisa', 'guna', 'jadi', 'widget', 'cara', 'real', 'time', 'klo', 'bisa', 'bintang']",positif,positif,positif,positif
Sukis Manto,12/28/2024,5,Keren slalu,keren slalu,"['keren', 'slalu']",positif,positif,netral,positif
Yogi Nugroho,11/25/2022,5,"Setelah diupdate ke new version malah blank putih dan ga masuk app samsek. Edit : cara supaya tidak ngeblank putih itu diharuskan untuk hapus data dan login lagi,.",telah diupdate new version malah blank putih ga masuk app samsek edit cara supaya tidak ngeblank putih harus hapus data login lagi,"['telah', 'diupdate', 'new', 'version', 'malah', 'blank', 'putih', 'ga', 'masuk', 'app', 'samsek', 'edit', 'cara', 'supaya', 'tidak', 'ngeblank', 'putih', 'harus', 'hapus', 'data', 'login', 'lagi']",positif,negatif,positif,positif
Goul Rex,6/7/2023,3,BMKG udah lumayan bagus tingkatkan lagi teknologi dan aplikasi nya.,bmkg udah lumayan bagus tingkat lagi teknologi aplikasi nya,"['bmkg', 'udah', 'lumayan', 'bagus', 'tingkat', 'lagi', 'teknologi', 'aplikasi', 'nya']",netral,positif,positif,positif
dedy patrouw,1/10/2023,1,"Aplikasinya setelah diupdate, sering keluar sendiri",aplikasi telah diupdate sering keluar sendiri,"['aplikasi', 'telah', 'diupdate', 'sering', 'keluar', 'sendiri']",negatif,negatif,positif,positif
Razaly Sulaiman,3/25/2023,5,"Sangat membantu, tapi ada juga terkadang telat infonya.",sangat bantu tapi ada juga terkadang telat info,"['sangat', 'bantu', 'tapi', 'ada', 'juga', 'terkadang', 'telat', 'info']",positif,positif,positif,positif
Nanda Broo,12/11/2022,1,Jarang update,jarang update,"['jarang', 'update']",negatif,negatif,negatif,negatif
Anugrah Siahaan,7/28/2023,2,"Saya sudah donlot tapi masih saja gempa, tolong perbaiki lagi aplikasinya.",saya sudah donlot tapi masih saja gempa tolong baik lagi aplikasi,"['saya', 'sudah', 'donlot', 'tapi', 'masih', 'saja', 'gempa', 'tolong', 'baik', 'lagi', 'aplikasi']",negatif,positif,positif,positif
A. Fadli Rahman A.,8/17/2024,4,"Setiap ada gempa, notifikasinya ada 2, tolong bisa tidak notifikasinya 1 kali saja, terima kasih",tiap ada gempa notifikasi ada tolong bisa tidak notifikasi kali saja terima kasih,"['tiap', 'ada', 'gempa', 'notifikasi', 'ada', 'tolong', 'bisa', 'tidak', 'notifikasi', 'kali', 'saja', 'terima', 'kasih']",positif,positif,negatif,positif
sempak 01 Jr,8/18/2024,5,Nice,nice,['nice'],positif,positif,positif,positif
Virall Videos,1/3/2023,5,"Sudah cukup akurat, semoga semakin canggih dan up to date.",sudah cukup akurat moga makin canggih up to date,"['sudah', 'cukup', 'akurat', 'moga', 'makin', 'canggih', 'up', 'to', 'date']",positif,positif,negatif,negatif
ahmad 703,11/24/2022,5,wow amazing*,wow amazing,"['wow', 'amazing']",positif,positif,positif,positif
Yabez J,3/14/2024,5,"Bagus, pertahankan, dengarkan kritik & saran dari yang lain, terimakasih.",bagus tahan dengar kritik saran lain terimakasih,"['bagus', 'tahan', 'dengar', 'kritik', 'saran', 'lain', 'terimakasih']",positif,positif,positif,positif
Heri Susanto,3/3/2024,5,Hujan panas,hujan panas,"['hujan', 'panas']",positif,positif,positif,positif
Arya Fatah maulana,8/16/2024,5,"Sangat membantu untung mencari informasi terkini, terutama cuaca",sangat bantu untung cari informasi kini utama cuaca,"['sangat', 'bantu', 'untung', 'cari', 'informasi', 'kini', 'utama', 'cuaca']",positif,positif,positif,positif
Sudarman,11/4/2023,5,Tks aplikasinya,tks aplikasi,"['tks', 'aplikasi']",positif,positif,positif,positif
AGER ER,12/1/2022,5,"Untuk informasi update terkini gempa sangat membantu, mantap aplikasinya selalu update, terimakasih.",informasi update kini gempa sangat bantu mantap aplikasi selalu update terimakasih,"['informasi', 'update', 'kini', 'gempa', 'sangat', 'bantu', 'mantap', 'aplikasi', 'selalu', 'update', 'terimakasih']",positif,positif,netral,positif
air matcha buaya,6/15/2024,1,"aplikasi ga jelas ramalan cuacanya klaim 90% akurat tapi yg sering terjadi malah 10% alias ga akurat, sama aja kayak aplikasi bawaan oppo yg gajelas kirain lebih bagus, peringatan akan hujan lebat jam 14.30 notifikasinya muncul jam 4 🤡🤡🤡🤡... Apa gunanya? Uninstalling this app 👎",aplikasi ga jelas ramal cuaca klaim akurat tapi yg sering jadi malah alias ga akurat sama aja kayak aplikasi bawa oppo yg gajelas kirain lebih bagus ingat akan hujan lebat jam notifikasi muncul jam apa guna uninstalling this app,"['aplikasi', 'ga', 'jelas', 'ramal', 'cuaca', 'klaim', 'akurat', 'tapi', 'yg', 'sering', 'jadi', 'malah', 'alias', 'ga', 'akurat', 'sama', 'aja', 'kayak', 'aplikasi', 'bawa', 'oppo', 'yg', 'gajelas', 'kirain', 'lebih', 'bagus', 'ingat', 'akan', 'hujan', 'lebat', 'jam', 'notifikasi', 'muncul', 'jam', 'apa', 'guna', 'uninstalling', 'this', 'app']",negatif,negatif,positif,positif
andy crash,6/30/2023,1,"Kurang akurat,awal mulai apk kadang ngefrezze",kurang akuratawal mulai apk kadang ngefrezze,"['kurang', 'akuratawal', 'mulai', 'apk', 'kadang', 'ngefrezze']",negatif,netral,positif,positif
feri arisandi,5/14/2023,5,Mantap... sangat membantu,mantap sangat bantu,"['mantap', 'sangat', 'bantu']",positif,positif,positif,positif
Pras Aww,10/31/2024,3,Bagus cuma kadang eror kenapa ya apakah hp saya yg kentang,bagus cuma kadang eror kenapa ya apakah hp saya yg kentang,"['bagus', 'cuma', 'kadang', 'eror', 'kenapa', 'ya', 'apakah', 'hp', 'saya', 'yg', 'kentang']",netral,positif,positif,positif
Adista Kanaya10,1/23/2023,4,Sangat cepat memberi informasi nya,sangat cepat beri informasi nya,"['sangat', 'cepat', 'beri', 'informasi', 'nya']",positif,positif,positif,positif
Windi Andinie,1/3/2023,3,Bru bberapa hri update Minta update lagi... Ribet bgt sihh,bru bberapa hri update minta update lagi ribet bgt sihh,"['bru', 'bberapa', 'hri', 'update', 'minta', 'update', 'lagi', 'ribet', 'bgt', 'sihh']",netral,negatif,positif,positif
dani radiansah,1/3/2023,1,"Apk lemot,ga gercep ngasih info nya...",apk lemotga gercep ngasih info nya,"['apk', 'lemotga', 'gercep', 'ngasih', 'info', 'nya']",negatif,negatif,netral,positif
M Rz,2/20/2025,4,"Lumayan Oke, tetapi untuk aplikasi pemerintah ini masih kurang, fitur nya ada yang error,dan map nya masih susah di lihat",lumayan oke tetapi aplikasi perintah masih kurang fitur nya ada errordan map nya masih susah lihat,"['lumayan', 'oke', 'tetapi', 'aplikasi', 'perintah', 'masih', 'kurang', 'fitur', 'nya', 'ada', 'errordan', 'map', 'nya', 'masih', 'susah', 'lihat']",positif,positif,netral,positif
Fendi Efen,6/25/2024,5,"Aplikasi ini penting sekali untuk mengetahui perkiraan cuaca kusus di daerah kita sendiri,ups semoga aplikasinya bagus terus.",aplikasi penting sekali tahu kira cuaca sus daerah kita sendiriups moga aplikasi bagus terus,"['aplikasi', 'penting', 'sekali', 'tahu', 'kira', 'cuaca', 'sus', 'daerah', 'kita', 'sendiriups', 'moga', 'aplikasi', 'bagus', 'terus']",positif,positif,positif,positif
Eman Sulaeman,1/1/2023,5,Sangat bermanfaat sekali,sangat manfaat sekali,"['sangat', 'manfaat', 'sekali']",positif,positif,positif,positif
Rudy AN,12/17/2024,3,Error cuaca bukan di daerah pengguna,error cuaca bukan daerah guna,"['error', 'cuaca', 'bukan', 'daerah', 'guna']",netral,positif,positif,positif
badrun samin,4/28/2023,5,"Info BMKG sangat membantu masyarakat terhadap kejadian gempa bumi, terutama titik lokasi dan kekuatan gempa. Terimakasih BMKG.",info bmkg sangat bantu masyarakat hadap jadi gempa bumi utama titik lokasi kuat gempa terimakasih bmkg,"['info', 'bmkg', 'sangat', 'bantu', 'masyarakat', 'hadap', 'jadi', 'gempa', 'bumi', 'utama', 'titik', 'lokasi', 'kuat', 'gempa', 'terimakasih', 'bmkg']",positif,positif,positif,positif
azzam fahreza,8/14/2024,4,bagus tapi waktu sore dibilang bakal hujan tapi gak hujan?,bagus tapi waktu sore bilang bakal hujan tapi gak hujan,"['bagus', 'tapi', 'waktu', 'sore', 'bilang', 'bakal', 'hujan', 'tapi', 'gak', 'hujan']",positif,negatif,netral,positif
Pieter Beris,5/3/2023,4,"Aplikasi nya Bagus, sangat membantu",aplikasi nya bagus sangat bantu,"['aplikasi', 'nya', 'bagus', 'sangat', 'bantu']",positif,positif,netral,positif
Rudi tae,8/28/2023,5,Bagus,bagus,['bagus'],positif,positif,positif,positif
Surya Lesmana,3/7/2024,5,Bermanfaat 👍👍👍,manfaat,['manfaat'],positif,positif,positif,positif
Elyas Tkg,3/5/2024,5,"Sangat bagus membatu pekerjaan ku sebagai pelaut, Mengetahui keadaan cuaca di laut makasih Bmkg",sangat bagus batu kerja ku bagai laut tahu ada cuaca laut makasih bmkg,"['sangat', 'bagus', 'batu', 'kerja', 'ku', 'bagai', 'laut', 'tahu', 'ada', 'cuaca', 'laut', 'makasih', 'bmkg']",positif,positif,positif,positif
Afifa Julianti,6/9/2023,5,BMKG ini sangat penting,bmkg sangat penting,"['bmkg', 'sangat', 'penting']",positif,positif,positif,positif
Bobby Brown,7/15/2024,5,Ok terima kasih,ok terima kasih,"['ok', 'terima', 'kasih']",positif,positif,positif,positif
hadi santoso hadi santoso,12/15/2024,5,"sangat membantu bagi saya, apa lg seperti saya yng krja di laut",sangat bantu bagi saya apa lg seperti saya yng krja laut,"['sangat', 'bantu', 'bagi', 'saya', 'apa', 'lg', 'seperti', 'saya', 'yng', 'krja', 'laut']",positif,positif,netral,positif
Muh Feizar Bakri,12/14/2024,1,bug di lokasi cuaca pakai GPS kurang tepat...,bug lokasi cuaca pakai gps kurang tepat,"['bug', 'lokasi', 'cuaca', 'pakai', 'gps', 'kurang', 'tepat']",negatif,negatif,netral,positif
